word,ham,spam
accident,1,0
accidentally,4,0
accommodation,0,1
accomodate,1,0
accomodations,1,0
accordin,1,0
accordingly,1,1
accordingly.or,1,0
account,21,3
accounting,1,0
accumulation,1,0
achan,1,0
ache,3,0
achieve,1,0
acid,1,0
acknowledgement,1,0
across,10,0
act,1,0
acted,2,0
actin,1,0
acting,2,0
action,0,2
activ8,0,1
activate,1,2
activities,4,0
actor,2,0
actual,2,0
actually,21,0
ad,4,0
add,8,0
added,4,2
addicted,4,0
addie,3,0
adding,1,0
address,16,4
address.u,1,0
adds,1,0
adewale,1,0
adi,1,0
adjustable,1,0
admin,2,0
administrator,2,0
admirer,0,8
admission,1,0
admit,2,0
adore,3,0
adoring,2,0
adress,1,0
ads,0,2
adsense,1,0
adult,1,3
adults,1,0
advance,7,0
adventure,2,0
adventuring,1,0
advice,5,0
advise,0,3
advising,1,0
advisors,0,1
aeroplane,2,0
affair,2,0
affairs,3,0
affection,4,0
affectionate,1,0
affidavit,1,0
afford,1,0
afghanistan,1,0
afraid,3,1
africa,1,0
african,1,0
aft,15,0
after,68,4
afternon,1,0
afternoon,23,0
afterwards,1,0
aftr,3,0
again,58,3
against,8,0
agalla,1,0
age,5,0
age16,0,5
age16.150ppermessSubscription,0,1
age23,0,2
agency,1,0
agent,0,1
agents,1,0
ages,3,0
agidhane,1,0
aging,1,0
ago,11,0
agree,2,0
ah,29,0
ah.now,1,0
ah.the,1,0
aha,8,0
ahead,7,0
ahold,1,0
ai,4,0
aid,1,0
aids,1,0
aight,4,0
aint,4,0
air,5,0
air1,1,0
airport,4,1
airtel,1,0
ajith,1,0
ak,1,0
aka,1,0
al,6,0
albi,1,0
album,2,0
album-quite,1,0
alcohol,3,0
alert,0,3
alerts,0,1
alex,4,0
alfie,0,2
algebra,1,0
algorithms,1,0
ali,2,0
alian,1,0
alibi,1,0
alive,2,0
alive.better,1,0
all,205,25
allah,3,0
allalo,1,0
allday,1,0
alle,1,0
allow,1,1
allowed,2,0
allows,1,0
almost,12,0
alone,14,3
along,3,1
alot,1,0
already,87,1
alright,12,0
alright.Okay,1,0
alrite,1,0
alrite.have,1,0
also,52,3
also.or,1,0
alter,1,0
alternative.hope,1,0
although,1,0
alwa,1,0
always,49,0
alwys,1,0
am,181,10
am.x,1,0
amazing,0,3
ambitious,1,0
american,1,0
amigos,1,0
amk,1,0
amma.Rakhesh.Qatar,1,0
ammae,1,0
ammo,1,0
amnow,1,0
among,1,2
amongst,2,0
amore,1,0
amount,5,0
amp,88,0
amplikater,1,0
ams,1,0
amt,5,0
amused,2,0
an,87,22
ana,1,0
analysis,1,0
anand,1,0
and,747,119
and/or,1,0
anderson,1,0
andre,1,0
andres,1,0
andrews-boy,1,0
andros,2,0
angels,1,0
angry,18,0
animal,1,0
animation,1,1
anjie,1,0
anjola,1,0
anna,2,0
annie,1,0
anniversary,2,0
annoncement,0,1
announced,1,0
announcement,0,6
annoyin,1,0
annoying,1,0
anonymous,0,1
anot,2,0
another,32,2
ans,6,5
ansr,0,4
answer,14,7
answered,2,0
answerin,1,0
answering,4,0
answers,4,0
answr,1,0
antha,1,0
anthony,2,0
anti,3,0
antibiotic,1,0
any,92,24
anybody,6,0
anyhow,1,0
anymore,8,0
anyone,16,1
anyones,1,0
anyplaces,1,0
anythiing,1,0
anythin,3,0
anything,61,0
anythingtomorrow,1,0
anytime,1,12
anyway,18,0
anyways,1,0
anywhere,3,0
apart,1,0
apartment,8,0
apes,1,0
apeshit,1,0
aphexs,1,0
apo,1,0
apologetic,1,0
apologise,3,0
apologize,1,0
apology,1,0
app,2,4
apparently,3,0
appeal,1,0
appear,1,0
appendix,1,0
applebees,2,0
application,2,0
apply,2,27
apply.2,0,1
applyed,1,0
applying,1,0
appointment,4,0
appointments,1,0
appreciate,7,0
appreciated,2,0
approaches,1,0
approaching,1,0
appropriate,1,0
approve,1,0
approved,1,0
approx,1,1
apps,2,0
appt,3,0
april,4,0
aproach,2,0
apt,1,0
aptitude,1,0
aquarius,1,0
ar,7,0
arab,1,0
archive,1,0
ard,13,0
are,328,77
area,5,7
arent,2,0
arestaurant,1,0
aretaking,1,0
argentina,1,0
argh,1,0
argue,4,0
arguing,1,0
argument,2,0
arguments,1,0
arise,1,0
arises,1,0
arithmetic,1,0
arm,2,0
armand,5,0
armenia,1,0
arms,3,0
arng,3,0
arnt,1,0
around,58,2
aroundn,1,0
arrange,4,2
arranging,1,0
arrested,5,0
arrival,1,0
arrive,1,6
arrived,1,0
arsenal,0,1
art,3,0
artists,0,1
arts,2,0
arty,1,0
arun,1,0
as,117,22
asa,1,0
asap,2,1
asap.ok,1,0
asda,1,0
ashes,1,0
ashley,1,0
ashwini,1,0
asia,1,0
ask,85,0
askd,12,0
asked,21,5
askin,6,0
asking,9,0
asks,5,0
asleep,5,0
aspects,1,0
ass,13,0
assessment,1,0
asshole,1,0
assistance,1,0
associate,1,0
asssssholeeee,1,0
assume,4,0
assumed,1,0
asthma,1,0
astne,1,0
astoundingly,1,0
astrology,1,0
asus,1,0
at,339,26
at/your,1,0
atHome,1,0
ate,6,0
atlanta,1,0
atlast,1,0
atm,3,0
atrocious,1,0
attach,1,0
attached,2,0
attack,1,0
attempt,2,22
atten,1,0
attend,4,0
attended,1,0
attending,1,0
attention,1,0
attitude,1,0
attraction.i,1,0
attracts,1,0
attributed,1,0
auction,2,8
audiitions,1,0
audition,3,0
audrey,1,0
aunt,2,0
aunties,1,0
aunts,2,0
aunty,3,0
aust,1,0
authorise,1,0
auto,3,0
autocorrect,1,0
av,1,0
availa,0,1
available,13,1
available.they,1,0
avalarr,1,0
avatar,3,0
avble,0,1
ave,3,1
avent,2,0
avenue,1,0
avin,1,0
avo,1,0
avoid,2,0
avoiding,2,0
avoids,1,0
await,1,19
awaiting,0,5
awake,7,0
award,1,26
awarded,0,37
away,21,4
awesome,10,0
awkward,1,0
ax,1,0
ayn,2,0
ayo,1,0
b,48,5
b'coz,1,0
b'day,5,0
b4,8,4
b4190604,0,2
b4280703,0,2
ba,2,0
babe,46,5
babes,2,2
babies,2,0
baby,22,2
babyjontet,1,0
babysit,1,0
babysitting,1,0
bac,1,0
back,121,21
backdoor,0,1
bad,26,0
bad-,1,0
badass,0,1
badly,1,0
bag,7,0
bags,3,0
baig,1,0
bak,5,0
bakra,1,0
bakrid,1,0
balance,4,2
baller,1,0
balloon,1,0
bambling,1,0
band,0,1
bandages,1,0
bang,1,0
bangb,0,1
bank,10,0
banks,3,0
banned,0,1
banter,1,0
bao,1,0
bar,2,0
barcelona,1,0
bare,1,0
barely,6,0
bari,1,0
barolla,1,0
barred,1,0
barrel,1,0
barring,1,0
bars,1,0
base,2,0
bash,1,0
basic,4,0
basically,5,0
basket,1,0
basketball,1,0
basq,1,0
bat,3,0
batch,2,0
batchlor,1,0
bath,10,0
bathe,10,0
bathing,4,0
bathroom,1,0
batsman,1,0
batt,1,0
battery,7,0
battle,1,0
bawling,1,0
bay,4,0
bb,9,0
bc,1,0
bcaz,1,0
bck,1,0
bcoz,4,0
bcum,1,0
bcums,4,0
bcz,1,0
bday,4,0
be,317,50
beach,1,0
beads,1,0
bear,2,0
bears,0,1
beatings,1,0
beauties,1,0
beautiful,13,0
beauty,1,0
bec,1,0
because,32,2
becausethey,0,1
become,5,1
becoz,3,0
becz,1,0
bed,30,0
bedbut,1,0
bedreal,1,0
bedrm,1,0
bedrm-,1,0
bedroom,6,1
beeen,1,0
beehoon,1,0
been,80,43
beendropping,1,0
beer,1,0
beers,1,0
befor,4,0
before,57,3
before.went,1,0
beforehand,1,0
beg,1,1
beggar,1,0
begging,2,0
begin,2,1
begins,1,0
begun,1,0
behalf,1,0
behave,3,0
behind,3,0
bein,3,0
being,37,6
believe,17,2
belive,2,0
bell,3,0
bellearlier,1,0
belligerent,1,0
belly,5,0
belong,1,0
belongs,1,0
belovd,1,0
beloved,2,0
belt,1,0
ben,2,0
bend,1,0
beneath,2,0
beneficiary,2,0
benefits,1,1
beside,1,0
best,33,9
bet,4,0
beta,1,0
betta,1,0
better,35,1
bettr,1,0
between,21,10
beverage,1,0
bevies.waz,1,0
beyond,3,0
bf,5,0
bffs,1,0
bfore,1,0
bhaji,2,0
bhaskar,1,0
bhayandar,1,0
bian,1,0
biatch,1,0
bid,0,7
bids,1,0
big,34,0
bigger,3,0
biggest,1,3
bike,1,0
bill,5,2
billed,0,3
billion,2,0
bills,2,0
billy,1,0
bilo,1,0
bimbo,1,0
bin,4,0
biola,1,0
bird,1,0
birds,4,1
birla,3,0
birth,3,0
birthdate,2,0
birthday,26,0
bishan,3,0
bit,39,0
bitch,4,1
bitching,1,0
bite,2,0
bites,1,0
bk,1,0
black,5,0
blackberry,4,0
blah,3,0
blake,3,0
blame,3,0
blank,2,0
blanked,1,0
blanket,1,0
blankets,1,0
blastin,1,0
bleak,1,0
bleh,2,0
bless,1,0
bless.get,1,0
blessed,2,0
blessing,2,0
blessings,3,0
blimey,1,0
block,1,0
blocked,1,0
blog,1,0
blogging,1,0
bloke,2,0
blonde,0,2
bloo,3,0
blood,7,0
bloody,3,0
bloomberg.com,0,2
blow,1,2
blowing,1,0
blown,1,0
blue,12,0
bluff,2,0
blur,2,0
bluray,1,0
board,1,0
boat,3,0
body,5,0
boggy,1,0
bold,7,0
bold2,1,0
bollox,1,0
bomb,1,0
bone,1,0
bong,1,0
bonus,0,2
boo,2,0
boobs,1,0
book,16,2
booked,8,0
bookedthe,1,0
booking,2,1
books,2,0
bookshelf,1,0
boost,3,0
booty,3,0
bootydelious,0,1
borderline,1,0
bored,19,1
borin,1,1
boring,4,0
born,3,0
borrow,2,0
boss,4,0
boston,5,0
bot,1,0
both,16,0
bother,7,0
bothering,1,0
bottle,3,0
bottom,3,0
bought,4,0
boughtbraindancea,1,0
boundaries,1,0
bout,13,1
bowa,1,0
bowl,4,0
bowls,1,0
box,5,1
box245c2150pm,0,1
box334sk38ch,0,1
box403,0,1
boy,23,0
boy-y,1,0
boye,3,0
boyfriend,1,0
boys,4,0
boytoy,16,0
bpo,1,0
brah,2,0
brain,3,0
brains,1,0
brainy,1,0
brand,2,2
bras,1,0
brats,1,0
braved,1,0
bread,2,0
breadstick,1,0
break,12,0
breakfast,1,0
breaking,1,0
breaks,0,1
breath,1,1
breathe,2,0
breather,1,0
breathing,1,0
breeze,1,0
breezy,1,0
bribe,1,0
bridge,1,0
bridgwater,1,0
brief,1,0
bright,2,0
brighten,1,0
brilliant,2,0
brilliantly,1,0
brin,1,0
bring,23,0
bringing,3,1
brings,8,1
brisk,1,0
brison,1,0
bro,3,0
broad,2,0
broke,4,0
broken,2,0
brolly,1,0
bros,3,0
broth,1,0
brothas,3,0
brother,15,0
brothers,1,0
brought,2,1
brownie,1,0
brownies,1,0
browse,0,1
browser,1,0
browsin,1,0
bruce,2,0
brum,1,0
bruv,2,0
bsn,1,0
bsnl,1,0
bt,14,1
btw,2,0
btwn,1,0
bucks,7,0
bud,4,0
buddys,0,1
budget,6,0
buen,1,0
buff,3,0
buffet,2,0
bugis,6,0
build,2,0
building,2,0
built,1,0
bulbs,0,2
bullshit,1,0
bunch,1,0
bundle,0,1
bunkers,1,0
buns,5,0
burden,1,0
burger,1,0
burgundy,1,0
burial,1,0
burn,1,0
burning,2,0
burns,1,0
burnt,1,0
burrito,1,0
bus,27,0
"bus8,22,65,61,66,382",1,0
buses,2,0
busetop,1,0
business,3,0
busty,0,1
busy,14,2
busy.i,1,0
but,291,7
butt,3,0
butting,1,0
buttons,1,0
buy,60,0
buyer,1,0
buyers,1,0
buying,9,0
buzy,3,0
buzz,4,0
bw,1,0
bx420,0,4
bx420-ip4-5we,0,3
by,125,34
bye,4,0
byleafcutter,1,0
bday,2,0
c,44,5
cThen,1,0
ca,53,0
cabin,5,0
cafe,5,0
cage,1,0
cake,7,0
cakes,1,0
cal,5,1
calculated,1,0
calculation,2,0
cali,1,0
calicut,3,0
california,3,0
call,205,187
call.drove,1,0
call.urgent,1,0
call09050000327,0,2
call2optout/,0,1
call2optout/4QF2,0,1
call2optout/F4Q=,0,1
call2optout/HF8,0,1
call2optout/J,0,1
call2optout/LF56,0,2
call2optout/N9DX,0,2
call2optout=J5Q,0,1
callback,0,3
callcost,0,2
calld,2,0
called,31,1
caller,1,2
callertune,5,0
callin,2,0
calling,14,5
calling.Forgot,1,0
callon,1,0
calls,15,7
calm,1,0
cam,2,2
camcorder,0,7
came,25,1
camera,2,19
camera/video,0,1
camp,1,0
campus,6,0
camry,1,0
can,302,25
can.dont,1,0
canada,1,0
canal,2,0
cancel,2,4
canceled,1,0
cancelled,2,0
cancer,4,0
canlove,1,0
canname,0,1
cant,56,0
cantdo,1,0
canteen,1,0
cant,1,0
capacity,1,0
capital,1,1
cappuccino,2,0
caps,1,0
captain,1,0
captaining,1,0
car,40,0
car.so,1,0
card,13,1
cardiff,1,0
cardin,1,0
cards,1,0
care,60,4
care.insha,1,0
care.umma,1,0
careabout,1,0
cared,2,0
career,2,1
careful,1,0
carefully,4,0
careless,1,0
cares,3,0
caring,3,0
carlin,1,0
carlos,9,0
carly,1,0
carolina,1,0
caroline,2,0
carpark,1,0
carry,2,0
carryin,1,0
cars,5,0
cartons,1,0
cartoon,5,0
case,11,0
cash,12,43
cash-balance,0,7
cash-in,0,7
cashed,1,0
cashto,0,2
casing,1,0
cast,0,1
casting,1,0
castor,2,0
casualty,1,0
cat,3,0
catch,8,0
catches,1,0
catching,2,0
categories,1,0
caught,2,0
cause,16,0
causes,1,0
causing,2,0
cave,1,0
caveboy,1,0
cbe,4,0
cc100p/min,0,1
ccna,1,0
cd,1,0
cedar,1,0
ceiling,1,0
celeb,0,3
celebrate,4,0
celebration,2,0
cell,7,0
census,1,0
center,2,2
centre,4,0
century,1,0
cereals,1,0
certainly,3,0
certificate,1,0
cha,1,0
chad,1,0
chain,3,0
challenge,2,1
challenging,1,0
champ,1,0
champlaxigating,1,0
champneys,0,1
chance,11,19
chances,0,2
change,17,0
changed,6,1
changes,3,0
changing,1,0
channel,1,0
chapel,1,0
chaps,0,1
chapter,1,0
character,6,0
characters,1,0
charge,9,10
charged,0,12
charges,3,2
charity,0,7
charles,1,0
charlie,1,0
charming,1,0
chart,0,1
charts,0,1
chase,2,0
chasing,1,1
chastity,1,0
chat,13,19
chatter,0,1
chatting,1,2
cheap,6,2
cheaper,3,2
cheat,2,0
cheating,2,0
chechi,3,0
check,28,0
checkboxes,1,0
checked,6,0
checking,11,0
checkup,1,0
cheek,1,0
cheers,1,0
cheery,1,0
cheese,2,0
cheesy,1,0
cheetos,1,0
chennai,15,0
cheque,1,0
cherish,2,0
cherthala.in,1,0
chess,1,0
chest,2,0
chex,1,0
cheyyamo,1,0
chez,1,0
chg,0,1
chgs,0,1
chic,1,0
chick,1,0
chicken,3,0
chickened,1,0
chief,1,0
chik,0,1
chikku,19,0
child,3,1
childish,5,0
childporn,1,0
children,3,0
chile,1,0
chill,3,0
chillaxin,1,0
chillin,2,0
china,3,0
chinchillas,1,0
chinese,2,0
chinky,1,0
chinnu,1,0
chiong,1,0
chip,2,0
chocolate,2,0
choice,2,3
choices,1,0
choose,7,4
choosing,1,0
chop,1,0
chords,1,0
chores,1,0
chosen,0,1
chrgd,0,1
christ,2,0
christmas,5,1
christmassy,1,0
chuck,1,0
chuckin,1,0
church,4,0
cine,6,0
cinema,5,3
citizen,3,0
city,2,0
citylink,1,0
claim,0,78
claimcode,0,1
claims,0,2
claire,1,0
clarification,1,0
clarify,1,0
clark,2,0
clas,1,0
clash,1,0
class,43,2
classes,2,0
classmates,1,0
claypot,1,0
cld,2,0
clean,7,0
cleaning,4,0
clear,3,0
cleared,3,0
clearer,1,0
clearing,2,0
clearly,2,0
clever,2,0
click,2,3
cliff,1,0
cliffs,1,0
clip,0,1
clock,4,0
clocks,1,0
close,13,2
closeby,1,0
closed,6,0
closer,4,0
closes,2,0
closingdate04/09/02,0,1
cloth,1,0
clothes,2,0
cloud,1,0
clover,1,0
club,1,8
club4mobiles.com,0,1
clue,1,0
cm,1,0
cme,2,0
cmon,0,1
cn,3,0
cnl,0,1
coach,1,0
coast,2,0
coat,2,0
coaxing,1,0
coccooning,1,0
cochin,2,0
cock,2,1
cocksuckers,1,0
coco,1,0
code,1,12
coffee,6,0
coherently,1,0
coimbatore,1,0
coin,2,0
coincidence,0,1
coins,4,0
colany,1,0
cold,6,0
collages,1,0
collapsed,1,0
collect,4,17
collected,1,2
collecting,3,0
collection,0,26
colleg,1,0
college,14,0
color,2,0
colour,4,15
colour=red,0,1
colourful,1,0
colours,1,1
comb,1,0
combination,1,0
combine,2,0
come,210,1
comedy,4,0
comes,18,3
comfey,1,0
comfort,1,0
comin,9,0
coming,50,0
coming.tmorow,1,0
comingdown,1,0
command,1,0
comment,1,0
commercial,2,0
commit,1,0
common,3,0
community,1,2
comp,1,10
comp.ofstuff,1,0
companies,0,1
company,13,2
compare,0,2
compensation,0,1
competition,2,3
complacent,1,0
complain,1,0
complaining,1,0
complaint,2,0
complementary,0,1
complete,7,0
completed,2,0
completely,7,1
completes,1,0
completing,1,0
complexities,1,0
complimentary,0,12
comprehensive,1,0
compromised,2,0
compulsory,1,0
computational,1,0
computer,7,5
computerless,1,0
computers,1,0
comuk.220cm2,0,1
conacted,0,1
concentrate,2,0
concentrating,1,0
concentration,1,0
concern,1,0
concert,2,1
conclusion,1,0
condition,1,1
conditions,1,4
conducts,2,0
conected,1,0
conference,1,0
confidence,4,0
configure,1,0
confirm,10,1
confirm/deny,1,0
confirmd,2,0
confirmed,3,0
conform,2,0
confused,2,0
confuses,2,0
congrats,2,0
congratulation,1,0
connect,2,2
connected,0,1
connection,4,1
connections,2,0
cons,1,0
consensus,1,0
consent,1,0
conserve,1,0
consider,1,0
considering,4,0
consistently,1,0
console,0,2
constant,2,0
constantly,3,0
contact,11,56
contacted,0,5
contacts,2,0
contains,1,0
content,1,11
contented,1,0
contents,3,0
continent,1,0
continue,2,0
continued,0,1
contract,1,4
contribute,1,0
control,2,0
convenience,1,0
conversations,1,0
converted,1,0
converter,1,0
convey,6,0
conveying,1,0
convince,1,0
convincing,2,0
cook,1,0
cooked,2,0
cookies,2,0
cooking,4,0
cool,27,1
cooped,1,0
cooperative,1,0
copied,1,0
copies,1,0
coping,2,0
cops,0,1
copy,9,0
corect,1,0
cornwall,1,0
corporation,1,0
corrct,1,0
correct,7,3
correction,2,0
correctly,1,0
corrupt,1,0
corvettes,1,0
cos,55,0
cosign,1,0
cost,10,8
costing,0,2
costs,2,1
costume,1,0
costumes,1,0
cost£3.75max,0,1
couch,1,0
cough,1,0
coughing,1,0
could,54,7
coulda,1,0
couldnt,1,0
count,2,0
countin,2,0
country,3,4
counts,1,0
coupla,1,0
couple,12,1
courage,2,0
course,14,0
court,1,0
courtroom,1,0
cousin,2,0
cover,5,0
coveragd,1,0
covers,2,0
coz,12,0
cozy,1,0
cr,1,0
crab,2,0
crammed,1,0
cramps,2,0
crap,2,0
crash,2,0
crashed,1,0
crashing,1,0
crave,11,0
craving,1,0
craziest,2,0
crazy,9,3
crckt,1,0
cream,4,0
created,5,1
creative,1,0
creativity,1,0
credit,4,7
credited,3,1
credits,0,9
creep,2,0
creepy,2,0
cres,1,0
cricket,1,0
cricketer,2,0
crickiting,1,0
cried,1,0
crisis,1,0
crore,2,0
cross,1,3
crossing,1,0
crowd,1,0
crucial,1,0
cruise,1,2
cruisin,1,0
crushes,1,0
cry,5,0
csBCM4235WC1N3XX.callcost150ppmmobilesvary,0,1
cst,0,1
cstore,1,0
ctla,1,0
cts,1,0
cuck,1,0
cud,3,0
cuddle,3,0
cuddled,1,0
cuddling,2,0
cudnt,1,0
cultures,1,0
cum,8,5
cumin,0,1
cumming,1,0
cup,4,0
cupboard,1,0
cuppa,1,0
curfew,1,0
curious,2,0
current,3,2
currently,3,10
curry,2,0
curtsey,1,0
cust,0,1
custcare,0,8
custom,2,0
customer,4,39
customers,0,2
customersqueries,0,1
cut,12,0
cute,4,0
cutest,1,0
cutie,1,0
cutting,2,0
cuz,5,0
cya,1,0
cyclists,1,0
cysts,1,0
d,96,0
da,139,0
da.i,1,0
dabbles,1,0
dad,21,0
daddy,4,0
daily,2,4
damn,2,0
dancce,1,0
dance,2,0
dancin,1,0
dancing,2,0
dane,1,0
dang,1,0
danger,1,0
dangerous,1,0
dao,1,0
dare,3,0
dark,2,1
darker,1,0
darkest,0,1
darkness,1,0
darlin,9,0
darling,2,2
darlings,2,0
darren,8,0
dartboard,0,1
dat,39,0
data,1,0
date,8,4
dates,2,1
dating,0,16
dats,1,0
dawns,1,0
day,174,9
day.,2,0
days,26,11
days.he,2,0
days.so,1,0
days.will,1,0
days.èn,1,0
daytime,0,1
daywith,1,0
de,22,0
de.am,1,0
dead,8,0
deal,8,0
dealer,2,0
dealing,2,0
deals,0,1
dear,64,0
dear-loving,1,0
dear.Rakhesh,1,0
dear.take,1,0
dear.with,1,0
dearer,3,0
dearly,3,0
death,3,0
debating,1,0
dec,1,0
decades,1,0
decide,9,0
decided,15,0
deciding,2,0
decimal,2,0
decision,4,0
decisions,2,0
deck,0,1
decking,1,0
decorating,1,0
dedicate,2,0
dedicated,2,0
deduct,1,0
deep,10,0
deepak,2,0
deepest,0,1
deer,1,0
def,2,0
defeat,2,0
defer,1,0
definite,2,0
definitely,6,1
definitly,1,0
degree,1,0
degrees,1,0
dehydrated,1,0
dehydration,1,0
del,0,1
delTOMORROW,0,1
delay,2,0
delayed,1,0
delete,2,0
deleted,4,0
delicious,1,0
deliver,4,0
delivered,0,2
delivery,1,15
deluxe,0,1
dem,4,0
demand,2,0
den,23,0
dengra,1,0
denis,2,0
dent,1,0
dental,1,0
dentist,1,0
dentists,1,0
denying,1,0
department,2,0
dependents,1,0
depends,3,0
deposit,1,0
deposited,1,0
depressed,2,0
depression,1,0
dept,0,1
der,1,0
derek,5,0
describe,1,0
description,1,0
desert,2,0
deserve,1,0
desk,1,0
desparate,2,0
desparately,1,0
desperate,2,0
despite,2,0
dessert,1,0
destination,1,0
destiny,1,0
detail,1,0
detailed,1,0
details,18,8
determine,1,0
deus,2,0
develop,2,0
developed,1,0
developer,1,0
device,1,0
devouring,2,0
dey,3,0
dey.i,1,0
dha,1,0
dhanush,1,0
dhina,2,0
dhoni,1,0
dhorte,1,0
di,3,0
dial,1,0
dialling,0,1
dialogue,1,0
diamond,1,0
diamonds,2,0
diapers,1,0
dice,1,0
dick,2,0
dict,1,0
dictionary,1,0
did,105,1
did'nt,5,0
did't,5,0
diddy,1,0
didn,2,0
didnt,29,0
didntgive,1,0
didnt,1,0
die,9,0
died,5,1
diesel,1,0
diet,4,0
dieting,1,0
diff,3,0
differ,1,0
differ.be,1,0
difference,2,0
differences,1,0
different,10,0
difficult,12,0
difficulties,2,0
dificult,3,0
digi,1,0
digital,0,1
digits,0,1
dignity,3,0
dime,2,0
dimension,1,0
din,7,0
dine,1,0
dined,1,0
dinero,1,0
ding,1,0
dining,0,1
dinner,35,0
dinner.msg,1,0
dint,5,0
dippeditinaDEW,2,0
direct,2,8
directly,6,0
director,1,0
directors,1,0
dirt,1,0
dirtiest,0,1
dirty,1,0
dis,26,0
disagreeable,1,0
disappeared,1,0
disappointment,1,0
disaster,0,1
disasters,1,0
disastrous,1,0
disc,1,0
disclose,2,0
disconnected,1,0
discount,1,9
discreet,0,2
discuss,5,0
discussed,1,0
disk,1,0
dislikes,3,0
dismay,1,0
dismissial,1,0
display,3,0
distance,3,0
distract,2,0
disturb,9,0
disturbance.might,1,0
disturbing,2,0
divert,1,0
division,2,0
divorce,1,0
diwali,1,0
dl,1,0
dled,1,0
dnt,11,0
do,381,20
do.Interested,0,1
dob,0,1
dobby,2,0
doc,2,0
dock,1,0
docs,3,0
doctor,7,0
documents,1,0
dodda,1,0
dodgey,1,0
does,31,3
doesn,1,0
doesn\'t,2,0
doesnt,8,0
doesnt,1,0
dog,7,0
dogg,1,0
doggin,0,1
dogging,0,2
doggy,2,0
dogs,0,1
dogwood,1,0
doin,8,0
doinat,1,0
doing,85,0
doke,1,0
dokey,2,0
dollar,2,0
dollars,5,0
domain,1,0
don,11,0
don\'t,2,0
donate,0,1
done,39,2
done/want,1,0
donno,2,0
dont,97,6
donyt,1,0
dont,2,0
dooms,1,0
door,7,1
doors,3,0
dorm,2,0
dose,1,0
dosomething,1,0
dot,1,0
double,3,0
double-faggot,1,0
doubles,0,1
doubt,2,0
doug,1,0
dough,2,0
down,52,1
download,10,2
downloaded,1,1
downloads,0,3
downs,1,0
downstem,1,0
dr,1,0
drama,1,0
dramastorm,1,0
dramatic,1,0
drastic,1,0
draw,4,34
draws,0,1
dreading,1,0
dream,7,1
dream.love,1,0
dreams,20,0
dress,3,0
dressed,2,0
dresser,3,0
drink,14,0
drink.pa,1,0
drinkin,2,0
drinking,3,0
drinks,3,0
drivby-:0quit,1,0
drive,19,0
driver,1,0
drivin,4,0
driving,20,2
drizzling,1,0
drms,1,0
drms.take,1,0
drop,15,0
dropped,5,0
drops,1,0
drove,1,0
drpd,2,0
drug,5,0
drugdealer,1,0
drugs,10,0
drum,1,0
drunk,2,0
drunkard,1,0
drunken,2,0
drvgsTo,0,1
dry,4,0
dryer,1,0
ds,3,0
dt,2,0
dual,1,0
dub,1,0
dubsack,3,0
ducking,1,0
dude,12,0
dudes,1,0
dudette,1,0
due,4,1
duffer,1,0
dull,1,0
dumb,1,0
dump,1,0
dun,46,0
dungerees,1,0
dunno,13,0
duo,1,0
durban,2,0
durham,1,0
during,7,1
dusk,1,0
dust,1,0
duvet,1,0
dvg,1,0
dwn,1,0
dying,1,0
dysentry,1,0
e,71,0
e-mail,1,0
e-threats,2,0
e.,0,2
e.g,0,1
e.g.23G,0,1
each,6,8
ear,2,0
earlier,13,0
earlier-we,1,0
earliest,1,0
early,32,0
earn,2,0
earning,1,0
ears,1,0
earth,5,0
easier,4,0
easiest,1,0
easily,2,0
east,1,0
easter,1,0
easy,14,13
eat,35,0
eaten,3,0
eatin,6,0
eating,7,0
ebay,2,0
ec2a,0,4
ecstacy,0,1
ecstasy,1,0
edge,1,0
edhae,1,0
edition,1,0
edrunk,1,0
education,1,0
educational,2,0
edukkukayee,1,0
edward,1,0
edwards,1,0
ee,1,0
eerie,0,3
eerulli,1,0
effect,2,0
effects,2,0
efficient,1,0
efreefone,0,1
eg,0,11
egg,4,0
egg-potato,1,0
eggs,2,0
eggs-pert,1,0
ego,1,0
eh,6,0
eight,3,0
eighth,2,0
eightish,1,0
either,11,10
el,1,0
ela,1,0
elaborate,1,0
elaborating,1,0
elaine,2,0
elama,1,0
elaya,1,0
eldest,1,0
elections,1,0
electricity,2,0
elephant,1,0
elliot,1,0
else,23,1
elsewhere,3,0
em,8,1
email,16,1
emailed,1,0
embarassed,4,0
embarassing,1,0
embarrassed,1,0
embassy,1,0
emc1.co.uk,0,1
emergency,1,0
emerging,1,0
emigrated,1,0
employee,1,0
employer,1,0
empty,10,0
en,1,0
end,26,8
ended,6,0
ending,1,8
endless,1,0
endof,1,0
endowed,1,0
ends,8,4
enemies,1,0
enemy,4,0
energy,7,0
eng,1,0
engaged,1,0
engagement,1,0
engalnd,1,0
engin,2,0
england,1,0
english,4,0
enjoy,16,3
enjoyed,2,2
enjoying,1,0
enketa,1,0
ennal,1,0
enough,27,2
ente,1,0
enter,3,7
entered,5,6
enters,1,0
entertain,1,0
entertaining,1,0
entey,1,0
entire,1,0
entirely,1,0
entitled,0,8
entrepreneurs,1,0
entropication,1,0
entry,0,25
enuff,3,0
envelope,4,2
envy,1,0
epi,1,0
eppolum,1,0
epsilon,2,0
equally,1,0
er'ything,1,0
ericson,1,0
ericsson,2,0
erode,1,0
erotic,0,1
error,1,1
errors,1,0
ertini,1,0
eruku,1,0
